Plant_ID,Pcode,State,Customer_Id,Scode,Price,Wk0,Wk1,Wk2,Wk3,Wk4,Wk5,Wk6,Wk7,Wk8,Wk9,Wk10,Wk11,Wk12,Wk13,Wk14,Wk15,Wk16,Wk17,Wk18,Wk19,Wk20,Wk21,Wk22,Wk23,Wk24,Wk25,Wk26,Wk27,Wk28,Wk29,Wk30,Wk31,Wk32,Wk33,Wk34,Wk35,Wk36,Wk37,Wk38,Wk39,Wk40,Wk41,Wk42,Wk43,Wk44,Wk45,Wk46,Wk47,Wk48,Wk49,Wk50,Wk51,Wk52,Wk53,Wk54,Wk55,Wk56,Wk57,Wk58,Wk59,Wk60,Wk61,Wk62,Wk63,Wk64,Wk65,Wk66,Wk67,Wk68,Wk69,Wk70,Wk71,Wk72,Wk73,Wk74,Wk75,Wk76,Wk77,Wk78,Wk79,Wk80,Wk81,Wk82,Wk83,Wk84,Wk85,Wk86,Wk87,Wk88,Wk89,Wk90,Wk91,Wk92,Wk93,Wk94,Wk95,Wk96,Wk97,Wk98,Wk99,Wk100,Wk101,Wk102,Wk103,
100,Buffalo,NY,0,SKU414,$37.00 ,49,34,43,22,42,23,22,20,35,41,33,31,40,33,39,32,48,33,20,48,50,28,47,40,42,37,22,50,26,48,35,33,34,22,50,27,39,35,20,45,38,38,47,46,35,24,30,97,239,634,1508,49,23,42,27,20,50,45,44,28,40,33,36,21,44,39,36,42,21,39,30,38,48,46,47,21,23,33,27,47,21,24,34,39,23,26,27,21,44,34,37,42,26,23,31,47,35,26,52,87,133,250,21,43,
100,Buffalo,NY,20,SKU1485,$82.00 ,44,39,41,29,43,47,43,40,50,36,40,26,26,24,21,26,37,50,33,39,37,41,24,48,33,28,26,26,25,44,27,36,46,45,23,24,42,37,24,42,49,28,41,40,21,27,44,99,157,176,368,45,23,35,50,41,39,23,47,25,41,25,32,24,25,46,29,36,32,43,44,47,46,23,38,25,32,35,29,39,21,47,45,31,34,43,41,32,45,44,23,34,44,24,29,30,41,45,140,322,478,535,36,30,
100,Buffalo,NY,14,SKU603,$89.00 ,34,39,32,35,30,35,26,27,41,50,45,41,49,44,37,34,41,33,47,26,41,42,27,20,29,41,30,41,29,37,28,45,43,48,37,21,28,24,27,28,45,44,26,22,33,43,26,71,191,304,705,29,21,48,31,20,37,37,47,47,41,20,24,40,42,33,27,46,43,29,33,46,33,28,34,21,20,25,46,41,41,22,32,38,35,30,31,41,39,46,34,28,40,38,37,49,49,47,120,330,941,1736,46,42,
100,Buffalo,NY,23,SKU158,$53.00 ,20,38,33,43,43,21,25,40,40,49,33,40,33,23,48,29,41,36,42,49,37,43,29,20,46,46,22,37,36,24,41,35,23,29,39,24,20,26,47,28,29,45,31,50,39,30,23,51,137,251,558,40,25,23,26,28,50,41,33,32,45,49,21,39,46,50,21,23,34,26,43,33,47,49,42,49,50,31,42,48,41,24,41,25,30,40,41,42,44,46,32,25,47,45,38,50,30,38,96,170,423,867,49,43,
100,Buffalo,NY,14,SKU396,$55.00 ,45,38,39,42,50,44,32,37,43,22,50,22,44,33,22,23,36,25,50,46,27,25,25,35,24,41,31,40,39,29,27,20,30,25,22,26,22,46,42,24,37,45,20,36,45,34,34,88,170,173,468,38,29,26,26,26,29,22,40,21,25,22,45,38,20,34,31,28,41,21,25,50,38,22,20,39,41,23,27,42,45,44,30,26,47,43,36,40,31,29,46,35,49,24,28,35,40,23,50,133,150,198,37,50,
100,Buffalo,NY,39,SKU335,$81.00 ,46,46,47,25,27,24,31,38,22,49,44,25,28,35,37,36,46,45,32,41,27,41,47,48,42,44,36,34,48,30,45,21,27,38,43,35,25,22,36,30,38,42,49,38,22,34,45,49,72,100,161,22,42,46,46,48,31,38,31,22,32,47,37,49,37,43,25,32,41,28,49,44,47,42,24,21,32,22,26,23,26,44,41,36,39,39,45,50,41,23,21,29,49,26,30,47,48,48,102,243,464,1350,39,42,
100,Buffalo,NY,30,SKU855,$80.00 ,25,23,27,30,46,22,26,50,41,47,20,42,43,45,25,21,44,50,40,42,22,45,26,41,42,25,26,45,22,38,46,23,41,32,38,23,34,36,26,45,23,40,36,45,49,37,29,135,214,346,525,22,34,21,26,48,20,42,31,46,36,32,21,28,28,39,45,31,24,28,37,42,38,21,26,28,27,20,47,22,35,32,23,43,46,44,35,43,34,28,32,34,47,29,47,49,33,23,97,243,618,812,43,48,
100,Buffalo,NY,19,SKU507,$17.00 ,48,49,33,48,22,31,41,27,21,43,26,29,24,46,36,22,45,31,26,40,30,35,21,34,45,30,49,48,46,23,30,25,45,36,33,29,49,49,32,34,26,46,23,37,25,20,34,55,156,464,863,38,45,36,34,36,39,35,39,49,49,29,44,33,29,46,49,25,37,50,36,22,46,26,23,43,31,43,23,41,48,32,20,44,21,32,20,37,35,29,27,47,28,22,35,26,40,47,116,122,171,374,50,41,
100,Buffalo,NY,11,SKU457,$59.00 ,49,26,29,23,25,42,41,29,36,20,36,24,49,21,27,33,45,40,43,31,20,45,28,28,29,23,31,22,24,29,21,24,50,44,40,23,38,25,27,38,43,33,48,28,50,22,45,118,334,428,1238,29,37,34,37,46,46,35,43,34,44,27,20,26,38,28,22,22,44,23,43,49,29,46,44,36,30,23,36,43,49,41,49,34,30,37,34,37,45,30,44,37,22,49,44,37,48,47,115,289,815,1352,41,33,
100,Buffalo,NY,6,SKU476,$80.00 ,37,34,50,26,41,42,41,21,38,26,22,48,25,27,40,40,45,45,25,47,31,32,38,37,25,34,49,26,28,29,30,49,26,50,47,47,39,25,46,28,33,49,47,32,42,34,27,105,150,295,378,29,40,40,36,27,47,30,42,50,50,34,42,34,49,49,30,44,42,31,38,34,36,47,43,20,50,41,48,31,38,46,30,35,47,26,21,20,44,33,25,26,46,36,45,44,47,35,133,183,233,541,36,32,
100,Buffalo,NY,22,SKU28,$87.00 ,43,24,31,30,27,44,31,23,47,37,30,28,49,25,36,28,49,41,24,44,29,43,45,27,25,35,24,40,47,31,49,28,40,26,49,37,24,48,20,39,28,21,38,28,23,37,42,66,103,303,888,48,31,23,43,43,48,33,44,20,43,31,29,41,34,27,22,30,36,31,35,46,45,35,27,23,30,37,24,25,22,24,23,35,24,37,32,22,34,31,37,40,22,31,35,40,28,50,148,227,469,738,47,27,
100,Buffalo,NY,36,SKU525,$73.00 ,38,25,46,30,44,44,20,40,44,44,31,34,49,45,46,42,25,20,26,25,28,25,29,20,30,39,23,30,34,46,45,39,42,29,34,20,44,43,33,35,41,23,31,25,29,20,40,146,348,511,1183,36,50,49,38,48,24,47,42,29,46,45,28,31,30,47,20,50,41,32,34,36,25,30,41,29,22,26,45,31,37,33,29,42,37,25,22,21,21,25,24,48,39,25,34,33,45,29,69,157,157,415,37,50,
100,Buffalo,NY,4,SKU537,$36.00 ,29,33,29,47,42,49,22,34,21,21,24,26,22,46,33,37,47,35,46,28,22,48,48,39,35,36,30,48,31,41,37,23,26,27,45,49,44,30,45,26,37,50,39,25,27,44,48,124,205,524,1097,24,29,43,48,32,43,46,43,34,25,42,44,30,23,41,44,22,41,43,42,39,25,45,34,36,49,43,49,43,33,26,49,24,42,20,22,39,47,22,44,31,47,40,50,23,43,22,72,174,508,765,34,47,
100,Buffalo,NY,42,SKU688,$92.00 ,29,33,24,34,42,48,40,35,28,24,40,25,38,50,28,33,20,46,38,50,30,49,41,22,47,20,48,45,40,31,21,47,50,28,49,25,26,27,34,30,21,31,49,50,36,20,32,93,189,411,746,32,49,44,28,46,38,33,27,48,49,40,26,26,50,38,34,38,43,38,31,32,33,33,20,32,38,20,27,38,44,38,38,36,29,35,48,41,38,26,35,22,41,42,36,43,32,29,82,142,227,607,33,47,
100,Buffalo,NY,10,SKU1042,$58.00 ,42,37,29,31,36,31,49,29,23,36,39,45,49,21,25,39,21,49,49,34,37,43,35,34,36,20,49,37,39,20,33,27,43,28,25,26,43,26,40,23,25,36,32,44,46,50,21,61,64,190,529,50,37,31,49,25,27,25,39,36,31,30,31,34,45,33,42,26,40,45,36,38,50,45,25,25,36,26,26,37,43,40,32,23,48,34,23,47,36,20,40,38,32,28,38,30,28,43,117,146,416,614,35,26,
100,Buffalo,NY,12,SKU258,$43.00 ,24,38,37,33,48,34,49,42,47,34,41,49,47,32,50,23,22,50,43,20,24,37,48,44,48,40,34,47,46,44,37,48,39,33,33,42,20,34,41,49,47,43,36,25,31,41,25,132,279,449,565,50,27,46,45,34,32,26,48,49,28,30,34,27,35,33,35,21,21,24,45,49,22,33,25,44,48,23,45,24,40,43,30,39,21,24,48,26,41,46,39,38,45,45,31,46,49,22,148,305,644,932,46,41,
100,Buffalo,NY,11,SKU43,$50.00 ,50,42,37,28,29,46,27,36,39,22,29,34,45,35,50,21,28,24,24,47,50,48,36,21,37,33,35,24,48,27,36,31,49,48,24,26,33,25,28,30,37,36,42,48,47,20,30,65,175,295,840,28,30,21,49,35,49,47,23,47,25,41,47,30,50,47,42,27,40,20,22,25,42,25,50,40,20,49,49,48,47,36,37,31,25,43,50,22,33,49,50,46,20,32,33,23,20,26,111,169,234,300,26,27,
100,Buffalo,NY,46,SKU1317,$45.00 ,45,25,40,36,27,49,28,34,20,27,38,20,20,44,28,44,31,32,27,49,39,39,27,29,40,21,46,27,49,39,34,45,34,22,50,36,40,48,29,22,34,20,25,31,31,39,34,86,241,685,1098,39,43,42,43,20,20,38,42,20,23,30,42,46,46,39,22,21,32,35,40,25,41,47,25,32,39,27,48,26,49,33,26,44,26,23,50,43,24,48,48,31,46,30,34,21,41,49,53,77,131,352,34,50,
100,Buffalo,NY,19,SKU622,$26.00 ,31,44,26,47,25,25,30,21,33,23,46,47,24,20,37,43,29,45,31,37,50,26,40,36,25,25,21,20,45,43,33,44,43,48,37,45,28,50,21,39,38,48,23,25,40,32,29,59,142,245,271,31,41,31,42,24,34,24,34,33,47,30,35,30,32,20,20,38,35,25,25,42,43,32,30,39,36,49,27,44,29,24,48,50,50,38,26,24,20,21,38,39,28,49,28,40,50,21,67,169,405,1130,25,25,
100,Buffalo,NY,31,SKU306,$13.00 ,34,46,36,48,24,34,42,26,41,27,22,41,29,45,47,49,41,38,42,44,20,26,42,21,35,47,31,48,41,29,26,33,21,47,32,46,32,29,42,29,49,39,26,41,42,26,42,95,224,348,592,45,49,20,20,32,46,25,41,29,22,50,20,50,32,28,35,28,21,39,27,45,21,38,32,32,28,27,44,45,47,37,33,34,28,49,43,30,41,22,49,24,40,31,33,49,46,34,70,205,435,644,39,30,
100,Buffalo,NY,40,SKU529,$65.00 ,29,35,29,44,29,36,38,42,38,37,42,23,49,50,46,43,31,25,36,33,49,39,21,43,43,41,30,23,24,49,34,26,30,24,41,24,27,25,20,40,41,46,22,26,45,30,30,83,92,246,354,45,27,26,44,42,36,39,20,33,39,24,25,29,36,27,49,39,48,42,27,30,49,25,48,44,36,46,49,29,40,31,41,39,24,40,39,50,43,26,28,27,34,46,25,32,36,33,141,363,452,1234,31,43,
100,Buffalo,NY,37,SKU887,$90.00 ,48,20,34,26,34,35,44,25,33,24,34,45,29,46,36,20,48,37,43,45,38,36,31,42,36,50,29,40,48,29,20,25,31,25,46,44,37,29,28,43,28,32,50,33,49,24,23,129,165,405,415,42,21,22,42,45,45,43,42,33,40,35,35,33,20,33,47,49,46,21,28,25,41,42,47,26,35,34,27,26,50,21,21,30,29,42,22,26,40,27,25,22,42,25,21,49,47,32,72,99,281,447,42,25,
100,Buffalo,NY,18,SKU1332,$24.00 ,23,34,22,26,36,46,34,35,28,44,25,43,20,45,34,32,36,49,35,37,37,25,39,42,35,32,36,33,45,32,48,22,33,30,39,24,43,34,27,23,28,41,49,40,37,24,20,140,184,546,1153,40,47,23,34,32,25,30,37,45,21,39,44,48,48,30,48,21,21,39,46,26,33,50,35,48,27,28,26,37,29,41,28,43,48,42,41,41,38,26,42,45,28,44,34,50,43,25,94,235,548,1471,46,34,
100,Buffalo,NY,37,SKU518,$10.00 ,44,33,33,31,36,48,27,24,43,39,32,20,49,45,49,38,24,43,30,25,22,41,36,46,20,30,30,40,35,31,40,22,38,24,34,47,26,26,34,41,26,27,23,32,40,27,30,114,315,842,1710,27,20,39,32,31,39,42,48,44,44,32,25,47,21,33,23,39,34,40,30,20,25,33,25,29,27,27,45,44,21,27,43,24,40,32,39,31,46,20,22,42,50,47,36,24,31,30,122,337,564,1560,32,42,
100,Buffalo,NY,18,SKU1007,$46.00 ,37,27,46,34,37,20,20,32,37,21,43,28,21,37,21,47,27,21,46,38,33,29,32,37,27,37,46,42,35,41,41,24,30,24,26,40,41,22,31,29,36,35,37,24,33,26,25,72,173,264,304,50,22,33,46,23,46,31,38,23,43,47,26,43,22,24,20,25,34,24,32,30,41,42,39,37,43,30,49,30,50,34,43,45,50,41,24,37,47,42,30,28,23,47,46,43,34,41,80,83,194,461,36,36,
100,Buffalo,NY,7,SKU1286,$17.00 ,26,50,47,37,20,25,23,34,29,27,28,37,30,25,49,27,34,22,37,48,41,46,23,40,43,47,44,30,34,43,40,22,27,39,30,30,43,25,44,50,35,41,44,47,36,48,48,102,226,661,1028,31,49,36,42,34,30,46,29,48,38,36,49,34,20,21,33,23,26,20,47,43,46,46,28,47,35,33,50,29,47,21,44,38,46,34,46,34,34,48,30,36,41,46,29,49,45,40,149,271,786,1556,47,25,
100,Buffalo,NY,16,SKU1100,$51.00 ,23,33,49,47,21,22,26,22,47,29,45,23,38,37,47,24,34,34,25,47,34,46,34,30,39,45,43,24,46,29,36,37,23,46,34,42,41,39,50,29,22,28,28,31,44,32,26,141,229,460,1096,26,27,26,30,31,25,23,31,46,29,37,39,39,36,32,49,48,45,46,42,31,29,48,45,49,42,39,47,24,46,21,34,40,35,20,31,21,28,24,42,26,31,35,50,48,36,32,86,226,430,734,46,50,
100,Buffalo,NY,45,SKU489,$35.00 ,49,46,30,50,21,24,33,43,40,31,31,38,20,31,43,43,38,40,31,50,50,39,21,28,41,39,42,34,47,44,30,37,45,37,26,39,44,36,44,32,23,20,31,43,39,44,45,98,190,540,1534,29,45,46,47,48,40,41,27,45,25,45,27,32,47,26,44,47,23,27,34,24,24,21,43,40,27,34,21,34,44,33,42,41,26,36,24,41,40,29,35,48,33,33,33,32,49,39,142,165,334,728,38,39,
100,Buffalo,NY,2,SKU1241,$75.00 ,49,40,42,32,34,41,48,38,31,28,30,23,20,38,31,25,25,47,36,39,37,33,27,24,42,43,26,49,31,45,45,27,29,35,47,26,37,20,34,21,43,37,42,29,23,42,27,138,177,473,474,26,44,34,23,43,42,47,27,38,38,47,45,46,27,30,34,43,28,41,31,31,50,43,33,31,39,48,40,44,38,44,48,40,24,43,49,26,44,38,38,39,36,40,39,30,44,45,108,319,773,2063,47,42,
100,Buffalo,NY,9,SKU1265,$47.00 ,35,29,26,34,22,25,30,49,47,25,31,24,46,26,43,35,20,25,46,49,28,36,21,45,27,50,25,34,42,23,34,38,42,46,24,50,33,39,43,22,22,50,31,34,35,50,24,108,207,245,312,32,38,49,39,32,29,36,48,47,22,38,31,36,44,30,40,39,48,35,42,46,20,33,44,29,36,21,26,38,24,47,39,32,50,20,22,24,44,48,26,47,24,23,22,22,35,23,143,150,252,293,20,21,
100,Buffalo,NY,32,SKU641,$50.00 ,31,29,27,26,36,29,20,35,25,40,22,47,30,39,36,22,20,33,48,32,33,41,36,24,29,30,26,27,36,36,20,34,28,47,24,27,22,42,30,27,42,26,40,27,21,22,43,79,94,96,208,25,35,50,48,44,21,22,31,43,34,46,35,23,48,47,34,45,20,45,30,21,23,22,45,28,26,33,44,40,35,49,21,36,25,43,34,34,29,27,42,20,39,43,33,40,34,25,74,93,267,456,37,26,
100,Buffalo,NY,27,SKU1446,$20.00 ,43,48,29,46,41,29,35,20,33,48,37,44,30,38,29,41,42,25,21,25,29,21,38,40,27,39,41,48,50,23,30,30,40,49,20,20,38,21,20,32,44,35,46,47,50,50,45,100,198,274,722,40,35,41,38,41,30,27,39,47,39,21,20,27,33,34,33,39,34,30,20,29,20,27,26,29,39,31,32,37,21,37,34,24,49,35,23,37,24,46,29,38,43,30,35,50,28,30,106,206,525,976,41,35,
100,Buffalo,NY,40,SKU400,$56.00 ,20,21,38,25,27,25,21,49,26,32,43,45,35,44,37,41,34,39,41,47,38,44,46,46,50,34,22,33,41,40,40,27,49,33,26,45,24,23,38,49,39,21,22,36,34,23,38,122,324,619,742,44,26,44,20,31,35,31,32,37,27,25,41,45,33,28,32,34,37,40,39,36,39,32,39,34,27,37,36,29,40,45,31,32,24,22,33,46,31,35,42,25,40,43,32,50,31,41,70,173,243,369,32,20,
100,Buffalo,NY,40,SKU378,$20.00 ,41,48,38,44,40,26,27,49,38,50,40,40,40,33,42,38,27,26,46,28,49,20,33,25,33,49,42,43,49,39,43,21,42,27,32,23,49,40,23,30,46,46,42,49,26,37,29,150,266,332,685,25,26,28,36,38,36,50,43,26,21,34,50,44,47,21,37,38,27,33,44,22,29,38,40,47,26,20,44,21,28,45,29,37,46,29,23,42,37,43,20,44,26,29,40,31,45,38,150,368,1090,2325,37,31,
100,Buffalo,NY,31,SKU1465,$17.00 ,26,32,45,26,33,49,31,42,31,47,23,45,25,43,34,20,40,26,30,21,22,30,34,22,33,41,32,40,23,31,50,22,43,47,40,20,21,28,37,39,50,28,41,20,37,29,48,67,104,146,172,48,37,22,23,47,27,35,28,42,37,44,25,38,27,27,46,44,38,46,22,36,21,42,42,25,44,27,34,50,47,33,33,46,41,49,24,46,45,29,20,21,39,20,32,28,34,24,66,165,311,508,36,43,
100,Buffalo,NY,22,SKU551,$95.00 ,47,27,43,36,28,39,42,45,28,44,43,40,48,25,38,43,34,34,45,24,35,24,28,34,41,41,49,23,41,42,20,42,31,36,37,42,23,20,46,25,47,32,35,22,37,48,26,100,266,509,1097,29,24,30,29,34,46,35,37,26,48,29,46,34,22,44,48,26,32,24,46,32,50,26,31,48,25,20,24,20,43,44,50,45,38,21,35,29,36,39,20,46,36,43,35,34,33,49,121,251,747,1834,29,25,
100,Buffalo,NY,11,SKU78,$70.00 ,25,39,30,50,33,50,27,43,28,45,35,50,42,27,20,42,29,41,48,31,34,24,25,25,38,45,49,46,27,29,22,37,42,41,24,35,48,46,48,24,48,36,49,23,41,26,37,150,363,383,963,49,47,21,46,38,35,41,49,44,28,31,49,49,44,33,29,26,25,44,36,28,44,40,49,21,48,35,46,40,30,20,41,42,27,24,23,27,34,39,40,20,44,20,28,35,36,22,103,155,262,537,42,38,
100,Buffalo,NY,14,SKU834,$96.00 ,39,46,32,31,40,21,41,43,33,42,45,49,47,49,32,45,46,32,33,41,40,27,49,37,36,21,44,31,37,32,42,40,33,26,41,25,21,30,36,33,37,35,49,45,33,39,35,86,165,206,400,25,27,26,35,34,37,29,50,23,32,39,29,33,40,38,47,25,25,23,20,35,22,37,22,30,30,42,27,38,50,41,26,45,25,29,41,35,34,36,42,45,30,47,39,22,41,33,98,262,708,1368,33,33,
100,Buffalo,NY,44,SKU1107,$37.00 ,30,39,39,40,26,30,20,39,48,41,43,45,40,27,27,50,23,22,24,35,35,35,31,26,34,46,44,35,46,33,23,38,48,32,25,30,35,26,26,42,30,38,49,50,34,20,30,68,186,445,1156,47,38,33,26,30,22,24,23,50,35,41,20,23,34,43,34,20,38,43,37,23,48,49,47,24,50,33,42,47,21,41,34,29,21,39,45,26,46,29,34,28,35,27,22,35,48,21,133,134,330,674,22,34,
100,Buffalo,NY,2,SKU1047,$78.00 ,25,44,38,38,44,39,32,28,27,33,30,32,30,39,28,20,50,48,33,49,50,37,33,40,20,28,46,38,34,39,35,29,33,34,33,36,22,36,28,43,32,50,24,25,45,49,37,51,102,167,283,37,38,24,32,43,37,26,35,38,30,28,24,29,42,27,24,50,20,42,48,46,36,40,49,37,38,43,41,39,30,40,33,44,50,29,48,26,34,29,40,50,39,41,29,23,37,21,112,223,646,1376,22,34,
100,Buffalo,NY,45,SKU1477,$74.00 ,26,44,40,22,36,36,45,23,46,22,27,43,28,50,35,25,29,30,38,26,24,41,39,27,23,30,50,37,49,46,29,43,21,37,38,43,44,45,34,33,27,42,46,40,35,22,27,131,131,190,512,32,46,25,36,28,45,46,23,21,48,39,36,50,32,47,28,39,42,50,47,46,36,35,27,43,30,35,45,46,44,37,20,49,45,43,32,39,26,33,32,36,36,24,28,45,22,47,120,337,438,1099,44,30,
100,Buffalo,NY,39,SKU1244,$26.00 ,38,29,29,24,48,42,34,40,33,30,50,28,44,42,41,25,27,41,24,35,31,37,30,25,32,25,47,37,33,21,34,26,48,20,47,45,39,30,47,26,21,23,41,50,38,23,50,113,189,238,468,21,50,50,36,46,24,20,26,44,24,47,29,20,22,34,42,40,43,26,47,36,22,26,48,45,30,34,31,36,46,27,31,31,24,29,49,29,40,27,34,33,49,35,35,37,27,37,54,128,139,341,26,36,
100,Buffalo,NY,18,SKU1324,$95.00 ,47,29,22,44,47,36,32,32,20,31,30,25,46,36,35,26,37,34,31,44,47,48,46,50,42,44,45,42,24,31,32,44,32,26,36,44,44,43,42,35,43,30,41,37,23,47,28,51,102,271,473,48,34,32,30,26,25,45,50,32,43,24,27,47,28,36,49,32,43,32,26,22,31,21,30,37,26,37,20,33,28,34,49,25,41,20,27,30,36,23,34,46,40,30,46,45,28,32,61,144,418,661,20,25,
100,Buffalo,NY,18,SKU292,$28.00 ,25,20,35,37,34,43,39,25,44,21,30,21,47,31,47,29,43,22,33,48,46,21,34,20,31,42,35,35,42,43,46,48,24,31,42,26,21,36,38,37,29,24,28,31,33,33,34,121,227,401,986,46,47,28,38,23,26,31,48,42,28,48,45,50,37,38,41,38,29,48,37,43,44,34,39,42,42,42,40,21,47,45,44,29,38,48,34,24,35,26,45,21,39,49,34,35,22,37,126,238,338,350,50,20,
100,Buffalo,NY,17,SKU200,$46.00 ,25,40,25,29,34,38,47,28,45,20,23,41,28,37,46,44,26,28,24,28,26,36,32,39,29,32,45,39,44,29,33,46,29,31,49,39,50,21,50,21,41,37,29,21,46,34,37,135,142,212,366,39,50,45,29,23,49,24,21,31,43,22,50,45,33,38,44,33,44,47,23,45,29,36,43,23,45,37,41,49,36,47,25,44,48,40,35,50,21,50,36,50,44,45,29,21,25,23,110,127,218,310,50,30,
100,Buffalo,NY,14,SKU1280,$67.00 ,32,24,20,50,43,34,46,43,39,36,50,41,38,49,31,43,37,45,43,24,28,23,33,32,31,46,22,29,26,33,30,21,50,40,40,42,24,29,46,20,27,43,26,25,49,24,44,150,347,398,625,47,25,31,25,42,42,20,20,24,40,29,22,43,26,23,36,35,34,25,45,31,24,36,27,45,38,24,41,23,33,35,39,40,23,46,30,29,26,33,45,35,38,43,36,34,32,33,85,220,517,1260,22,25,
100,Buffalo,NY,1,SKU280,$27.00 ,37,44,43,42,35,48,38,34,29,28,23,27,49,40,23,40,32,21,28,27,31,25,25,46,29,32,27,49,39,43,24,47,47,44,49,47,28,26,41,27,49,22,32,47,31,22,20,117,137,288,681,32,38,36,50,45,40,47,37,20,42,24,28,46,29,30,43,34,41,39,26,33,23,32,49,33,47,50,25,44,27,44,20,30,43,42,28,45,28,38,33,49,44,20,43,39,50,39,139,147,219,464,29,44,
100,Buffalo,NY,37,SKU998,$56.00 ,31,28,25,26,48,32,22,49,28,22,49,23,25,43,43,42,25,27,26,30,21,29,50,20,41,20,22,30,23,37,39,44,34,41,20,33,21,39,49,41,22,43,44,30,29,42,43,58,120,195,330,32,47,27,33,50,45,26,27,32,32,35,30,36,49,37,45,44,30,26,44,48,34,27,38,21,32,25,24,26,35,33,43,49,20,22,35,31,31,48,45,39,32,29,40,38,22,39,123,201,315,446,27,28,
100,Buffalo,NY,38,SKU79,$32.00 ,39,37,27,37,31,31,20,42,44,41,23,37,45,37,35,21,28,20,50,46,48,37,45,37,22,28,47,21,27,48,43,50,37,37,26,49,26,49,50,39,35,47,40,44,25,27,31,57,121,324,674,27,45,48,36,25,43,27,25,43,42,40,24,35,31,39,25,34,34,40,44,39,49,31,28,47,38,39,24,33,20,24,33,41,23,23,47,30,50,33,50,42,42,35,44,35,29,27,132,194,470,1313,46,23,
100,Buffalo,NY,34,SKU494,$22.00 ,31,39,43,37,38,34,34,40,44,30,28,34,24,45,41,48,46,27,49,42,40,44,28,32,21,36,30,46,39,39,27,48,50,46,47,35,32,49,21,44,26,50,24,20,39,43,41,133,191,472,653,20,49,47,45,41,24,22,39,45,28,23,32,34,25,25,48,31,21,33,31,39,42,30,30,48,36,24,46,31,31,47,46,27,40,30,41,35,26,29,50,40,44,40,20,42,24,34,103,239,542,1028,41,29,
100,Buffalo,NY,2,SKU425,$25.00 ,48,49,28,45,34,26,27,40,44,36,36,42,44,28,25,37,33,41,33,22,26,39,40,23,35,25,40,45,30,21,43,48,28,20,39,28,48,50,25,48,40,24,40,24,20,49,28,55,146,164,379,45,31,46,44,32,29,49,36,27,50,35,44,42,48,42,49,23,38,43,22,49,38,40,34,30,27,34,35,46,49,31,37,32,50,49,39,24,37,45,28,39,44,39,24,46,44,41,57,159,161,345,48,37,
100,Buffalo,NY,38,SKU1097,$23.00 ,24,25,35,30,50,50,24,37,25,29,45,48,43,45,33,50,27,45,48,37,24,42,49,43,20,39,32,26,33,43,21,42,38,47,24,47,38,35,48,27,40,36,23,48,49,39,31,120,301,384,1073,21,37,43,43,50,23,24,46,29,48,34,43,21,34,28,38,36,49,33,41,46,45,34,48,49,46,49,43,26,34,34,35,30,38,22,21,31,41,37,32,37,21,45,35,39,38,34,95,270,305,352,24,43,
100,Buffalo,NY,17,SKU507,$26.00 ,49,40,41,40,45,45,28,27,22,49,26,45,42,26,45,45,31,30,43,40,25,43,21,29,38,29,41,43,33,50,42,45,29,32,48,36,21,31,38,25,32,46,27,32,37,48,37,130,224,262,405,26,25,22,43,27,35,21,49,25,23,39,36,35,49,42,35,43,30,27,31,30,35,31,50,32,31,48,25,43,48,25,42,26,38,50,29,48,48,50,44,21,30,49,30,29,37,29,53,96,117,351,43,40,
100,Buffalo,NY,31,SKU900,$99.00 ,38,41,39,22,21,20,44,33,26,25,47,43,28,28,31,47,24,45,45,45,31,30,39,22,42,36,30,22,47,23,28,21,25,22,50,40,23,22,34,34,50,41,41,46,32,36,50,120,182,218,458,49,49,38,43,29,28,21,23,39,50,49,48,46,37,30,39,46,23,26,50,42,24,29,30,22,49,45,40,42,39,27,43,28,30,35,29,32,41,32,27,30,24,44,28,41,50,44,91,253,445,1093,28,50,
100,Buffalo,NY,7,SKU762,$88.00 ,40,42,28,22,49,39,30,36,41,32,25,26,39,40,34,24,45,29,47,29,25,46,24,35,39,35,21,25,26,41,31,48,37,36,33,36,28,44,26,25,39,47,35,37,27,31,42,97,108,164,323,23,42,21,26,50,31,32,44,36,41,35,34,33,38,49,39,41,20,33,21,42,39,38,50,45,42,33,44,20,23,39,45,41,32,32,33,40,37,23,40,48,37,42,20,26,24,20,79,101,253,547,29,49,
100,Buffalo,NY,6,SKU532,$55.00 ,42,34,46,25,48,25,44,41,43,20,37,25,31,21,28,40,36,48,23,37,21,50,25,48,40,28,36,42,28,46,43,46,42,39,50,34,27,46,36,35,22,31,35,29,36,49,31,103,177,177,380,25,20,36,40,25,24,26,40,46,23,24,44,25,37,21,50,21,43,24,34,27,23,38,27,28,42,48,36,43,49,20,50,23,34,23,26,24,44,24,23,23,50,29,26,24,41,45,101,273,620,1331,40,24,
100,Buffalo,NY,43,SKU1357,$94.00 ,38,24,38,32,41,43,36,42,45,45,27,27,34,37,48,41,37,29,26,20,43,31,20,40,25,43,20,25,28,23,49,37,48,34,20,33,48,50,50,39,45,27,22,48,41,20,43,63,170,171,277,47,28,34,32,41,50,22,37,20,36,42,41,39,21,49,48,35,21,34,21,31,20,25,29,45,30,26,39,30,47,43,39,37,23,38,21,24,43,22,29,45,23,33,30,24,33,42,67,180,460,1338,25,45,
